"coach_id","club_name","event","match_id","event_time","event_half"
"14","Chelsea","participate","ARSCHE",NULL,NULL
"14","Chelsea","participate","MUNCHE",NULL,NULL
"14","Chelsea","participate","CRYCHE",NULL,NULL
"14","Chelsea","participate","FULCHE",NULL,NULL
"14","Chelsea","participate","NEWCHE",NULL,NULL
"14","Chelsea","participate","WHUCHE",NULL,NULL
"14","Chelsea","participate","MCICHE",NULL,NULL
"14","Chelsea","participate","LUTCHE",NULL,NULL
"14","Chelsea","participate","CHEMUN",NULL,NULL
"14","Chelsea","participate","BURCHE",NULL,NULL
"14","Chelsea","participate","CHECRY",NULL,NULL
"14","Chelsea","participate","CHENOT",NULL,NULL
"14","Chelsea","participate","CHETOT",NULL,NULL
"14","Chelsea","participate","BOUCHE",NULL,NULL
"14","Chelsea","participate","LIVCHE",NULL,NULL
"14","Chelsea","participate","CHEFUL",NULL,NULL
"14","Chelsea","participate","NOTCHE",NULL,NULL
"14","Chelsea","participate","EVECHE",NULL,NULL
"14","Chelsea","participate","CHEARS",NULL,NULL
"14","Chelsea","participate","SHECHE",NULL,NULL
"14","Chelsea","participate","CHEBHA",NULL,NULL
"14","Chelsea","participate","CHEBUR",NULL,NULL
"14","Chelsea","participate","CHEBOU",NULL,NULL
"14","Chelsea","participate","CHEBRE",NULL,NULL
"14","Chelsea","participate","CHEWOL",NULL,NULL
"14","Chelsea","participate","WOLCHE",NULL,NULL
"14","Chelsea","participate","BRECHE",NULL,NULL
"14","Chelsea","participate","AVLCHE",NULL,NULL
"14","Chelsea","participate","CHEEVE",NULL,NULL
"14","Chelsea","participate","TOTCHE",NULL,NULL
"14","Chelsea","participate","CHEAVL",NULL,NULL
"14","Chelsea","participate","CHEMCI",NULL,NULL
"14","Chelsea","participate","CHELUT",NULL,NULL
"14","Chelsea","participate","BHACHE",NULL,NULL
"15","Burnley","participate","BURNOT",NULL,NULL
"15","Burnley","participate","BURBOU",NULL,NULL
"15","Burnley","participate","BREBUR",NULL,NULL
"15","Burnley","participate","BURTOT",NULL,NULL
"15","Burnley","participate","MUNBUR",NULL,NULL
"15","Burnley","participate","NOTBUR",NULL,NULL
"15","Burnley","participate","BURARS",NULL,NULL
"15","Burnley","participate","BURMCI",NULL,NULL
"15","Burnley","participate","BURCRY",NULL,NULL
"15","Burnley","participate","BURCHE",NULL,NULL
"15","Burnley","participate","LUTBUR",NULL,NULL
"15","Burnley","participate","BURBRE",NULL,NULL
"15","Burnley","participate","MCIBUR",NULL,NULL
"15","Burnley","participate","BURMUN",NULL,NULL
"15","Burnley","participate","TOTBUR",NULL,NULL
"15","Burnley","participate","EVEBUR",NULL,NULL
"15","Burnley","participate","BHABUR",NULL,NULL
"15","Burnley","participate","BURNEW",NULL,NULL
"15","Burnley","participate","ARSBUR",NULL,NULL
"15","Burnley","participate","BURWOL",NULL,NULL
"15","Burnley","participate","SHEBUR",NULL,NULL
"15","Burnley","participate","BURFUL",NULL,NULL
"15","Burnley","participate","LIVBUR",NULL,NULL
"15","Burnley","participate","FULBUR",NULL,NULL
"15","Burnley","participate","WOLBUR",NULL,NULL
"15","Burnley","participate","CHEBUR",NULL,NULL
"15","Burnley","participate","AVLBUR",NULL,NULL
"15","Burnley","participate","BUREVE",NULL,NULL
"15","Burnley","participate","NEWBUR",NULL,NULL
"15","Burnley","participate","WHUBUR",NULL,NULL
"15","Burnley","participate","BURAVL",NULL,NULL
"15","Burnley","participate","BURSHE",NULL,NULL
"15","Burnley","participate","BOUBUR",NULL,NULL
"15","Burnley","participate","BURWHU",NULL,NULL
"15","Burnley","participate","CRYBUR",NULL,NULL
"15","Burnley","participate","BURBHA",NULL,NULL
"15","Burnley","participate","BURLUT",NULL,NULL
"15","Burnley","participate","BURLIV",NULL,NULL
"16","Brighton and Hove Albion","participate","BHAAVL",NULL,NULL
"16","Brighton and Hove Albion","participate","BHAARS",NULL,NULL
"16","Brighton and Hove Albion","participate","BHAWOL",NULL,NULL
"16","Brighton and Hove Albion","participate","BHANEW",NULL,NULL
"16","Brighton and Hove Albion","participate","CHEBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","BHAMUN",NULL,NULL
"16","Brighton and Hove Albion","participate","BHALUT",NULL,NULL
"16","Brighton and Hove Albion","participate","BHABUR",NULL,NULL
"16","Brighton and Hove Albion","participate","BHABRE",NULL,NULL
"16","Brighton and Hove Albion","participate","FULBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","MCIBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","ARSBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","BHAFUL",NULL,NULL
"16","Brighton and Hove Albion","participate","BHACHE",NULL,NULL
"16","Brighton and Hove Albion","participate","BHASHE",NULL,NULL
"16","Brighton and Hove Albion","participate","LIVBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","BHAEVE",NULL,NULL
"16","Brighton and Hove Albion","participate","BURBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","AVLBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","BREBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","CRYBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","BHALIV",NULL,NULL
"16","Brighton and Hove Albion","participate","BHACRY",NULL,NULL
"16","Brighton and Hove Albion","participate","TOTBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","WOLBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","BHAMCI",NULL,NULL
"16","Brighton and Hove Albion","participate","LUTBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","NOTBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","BHANOT",NULL,NULL
"16","Brighton and Hove Albion","participate","BHABOU",NULL,NULL
"16","Brighton and Hove Albion","participate","MUNBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","BOUBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","BHATOT",NULL,NULL
"16","Brighton and Hove Albion","participate","BHAWHU",NULL,NULL
"16","Brighton and Hove Albion","participate","EVEBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","SHEBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","WHUBHA",NULL,NULL
"16","Brighton and Hove Albion","participate","NEWBHA",NULL,NULL
"17","Brentford","participate","LIVBRE",NULL,NULL
"17","Brentford","participate","BREWHU",NULL,NULL
"17","Brentford","participate","CHEBRE",NULL,NULL
"17","Brentford","participate","BRELIV",NULL,NULL
"17","Brentford","participate","ARSBRE",NULL,NULL
"17","Brentford","participate","FULBRE",NULL,NULL
"17","Brentford","participate","BREMUN",NULL,NULL
"17","Brentford","participate","WOLBRE",NULL,NULL
"17","Brentford","participate","CRYBRE",NULL,NULL
"17","Brentford","participate","BREAVL",NULL,NULL
"17","Brentford","participate","BURBRE",NULL,NULL
"17","Brentford","participate","MUNBRE",NULL,NULL
"17","Brentford","participate","BREARS",NULL,NULL
"17","Brentford","participate","BREMCI",NULL,NULL
"17","Brentford","participate","BRESHE",NULL,NULL
"17","Brentford","participate","BRELUT",NULL,NULL
"17","Brentford","participate","MCIBRE",NULL,NULL
"17","Brentford","participate","BOUBRE",NULL,NULL
"17","Brentford","participate","NEWBRE",NULL,NULL
"17","Brentford","participate","BREFUL",NULL,NULL
"17","Brentford","participate","BRENEW",NULL,NULL
"17","Brentford","participate","BRECHE",NULL,NULL
"17","Brentford","participate","BREBUR",NULL,NULL
"17","Brentford","participate","NOTBRE",NULL,NULL
"17","Brentford","participate","BHABRE",NULL,NULL
"17","Brentford","participate","BRECRY",NULL,NULL
"17","Brentford","participate","BREEVE",NULL,NULL
"17","Brentford","participate","EVEBRE",NULL,NULL
"17","Brentford","participate","WHUBRE",NULL,NULL
"17","Brentford","participate","BREBOU",NULL,NULL
"17","Brentford","participate","AVLBRE",NULL,NULL
"17","Brentford","participate","BREWOL",NULL,NULL
"17","Brentford","participate","LUTBRE",NULL,NULL
"17","Brentford","participate","BREBHA",NULL,NULL
"17","Brentford","participate","SHEBRE",NULL,NULL
"17","Brentford","participate","BRENOT",NULL,NULL
"17","Brentford","participate","TOTBRE",NULL,NULL
"17","Brentford","participate","BRETOT",NULL,NULL
"18","Bournemouth","participate","BURBOU",NULL,NULL
"18","Bournemouth","participate","CHEBOU",NULL,NULL
"18","Bournemouth","participate","EVEBOU",NULL,NULL
"18","Bournemouth","participate","LIVBOU",NULL,NULL
"18","Bournemouth","participate","TOTBOU",NULL,NULL
"18","Bournemouth","participate","MCIBOU",NULL,NULL
"18","Bournemouth","participate","NEWBOU",NULL,NULL
"18","Bournemouth","participate","BOUSHE",NULL,NULL
"18","Bournemouth","participate","NOTBOU",NULL,NULL
"18","Bournemouth","participate","MUNBOU",NULL,NULL
"18","Bournemouth","participate","BOUWHU",NULL,NULL
"18","Bournemouth","participate","BOUMCI",NULL,NULL
"18","Bournemouth","participate","BOUAVL",NULL,NULL
"18","Bournemouth","participate","BOUWOL",NULL,NULL
"18","Bournemouth","participate","LUTBOU",NULL,NULL
"18","Bournemouth","participate","BOUBUR",NULL,NULL
"18","Bournemouth","participate","FULBOU",NULL,NULL
"18","Bournemouth","participate","BOUCRY",NULL,NULL
"18","Bournemouth","participate","BOUFUL",NULL,NULL
"18","Bournemouth","participate","BOULUT",NULL,NULL
"18","Bournemouth","participate","CRYBOU",NULL,NULL
"18","Bournemouth","participate","BOUMUN",NULL,NULL
"18","Bournemouth","participate","BOUNOT",NULL,NULL
"18","Bournemouth","participate","BOUNEW",NULL,NULL
"18","Bournemouth","participate","BOUTOT",NULL,NULL
"18","Bournemouth","Ban","WOLBOU",NULL,NULL
"18","Bournemouth","participate","BOUARS",NULL,NULL
"18","Bournemouth","participate","SHEBOU",NULL,NULL
"18","Bournemouth","participate","BOUBHA",NULL,NULL
"18","Bournemouth","participate","AVLBOU",NULL,NULL
"18","Bournemouth","participate","BOUBRE",NULL,NULL
"18","Bournemouth","participate","BOUCHE",NULL,NULL
"18","Bournemouth","participate","BOUEVE",NULL,NULL
"18","Bournemouth","participate","WHUBOU",NULL,NULL
"18","Bournemouth","participate","BOULIV",NULL,NULL
"18","Bournemouth","participate","BHABOU",NULL,NULL
"18","Bournemouth","participate","BREBOU",NULL,NULL
"18","Bournemouth","participate","ARSBOU",NULL,NULL
"19","Aston Villa","participate","CRYAVL",NULL,NULL
"19","Aston Villa","participate","BOUAVL",NULL,NULL
"19","Aston Villa","participate","AVLTOT",NULL,NULL
"19","Aston Villa","participate","AVLNOT",NULL,NULL
"19","Aston Villa","participate","AVLCHE",NULL,NULL
"19","Aston Villa","participate","FULAVL",NULL,NULL
"19","Aston Villa","participate","AVLSHE",NULL,NULL
"19","Aston Villa","participate","AVLMUN",NULL,NULL
"19","Aston Villa","participate","AVLEVE",NULL,NULL
"19","Aston Villa","participate","AVLLUT",NULL,NULL
"19","Aston Villa","participate","EVEAVL",NULL,NULL
"19","Aston Villa","participate","AVLFUL",NULL,NULL
"19","Aston Villa","participate","WOLAVL",NULL,NULL
"19","Aston Villa","participate","LUTAVL",NULL,NULL
"19","Aston Villa","participate","AVLNEW",NULL,NULL
"19","Aston Villa","participate","AVLCRY",NULL,NULL
"19","Aston Villa","participate","MUNAVL",NULL,NULL
"19","Aston Villa","participate","AVLLIV",NULL,NULL
"19","Aston Villa","participate","AVLMCI",NULL,NULL
"19","Aston Villa","participate","AVLBUR",NULL,NULL
"19","Aston Villa","participate","BHAAVL",NULL,NULL
"19","Aston Villa","participate","AVLBOU",NULL,NULL
"19","Aston Villa","participate","AVLWOL",NULL,NULL
"19","Aston Villa","participate","NOTAVL",NULL,NULL
"19","Aston Villa","participate","WHUAVL",NULL,NULL
"19","Aston Villa","participate","TOTAVL",NULL,NULL
"19","Aston Villa","participate","BREAVL",NULL,NULL
"19","Aston Villa","participate","AVLWHU",NULL,NULL
"19","Aston Villa","participate","SHEAVL",NULL,NULL
"19","Aston Villa","participate","LIVAVL",NULL,NULL
"19","Aston Villa","participate","NEWAVL",NULL,NULL
"19","Aston Villa","participate","ARSAVL",NULL,NULL
"19","Aston Villa","participate","MCIAVL",NULL,NULL
"19","Aston Villa","participate","CHEAVL",NULL,NULL
"19","Aston Villa","participate","AVLBHA",NULL,NULL
"19","Aston Villa","participate","BURAVL",NULL,NULL
"19","Aston Villa","participate","AVLBRE",NULL,NULL
"19","Aston Villa","participate","AVLARS",NULL,NULL
"20","Arsenal","participate","ARSMUN",NULL,NULL
"20","Arsenal","participate","BREARS",NULL,NULL
"20","Arsenal","participate","CRYARS",NULL,NULL
"20","Arsenal","participate","ARSWOL",NULL,NULL
"20","Arsenal","participate","BURARS",NULL,NULL
"20","Arsenal","participate","MUNARS",NULL,NULL
"20","Arsenal","participate","ARSWHU",NULL,NULL
"20","Arsenal","participate","ARSSHE",NULL,NULL
"20","Arsenal","participate","ARSCHE",NULL,NULL
"20","Arsenal","participate","ARSBRE",NULL,NULL
"20","Arsenal","participate","LIVARS",NULL,NULL
"20","Arsenal","participate","ARSCRY",NULL,NULL
"20","Arsenal","participate","AVLARS",NULL,NULL
"20","Arsenal","participate","TOTARS",NULL,NULL
"20","Arsenal","participate","NOTARS",NULL,NULL
"20","Arsenal","participate","ARSFUL",NULL,NULL
"20","Arsenal","participate","ARSNEW",NULL,NULL
"20","Arsenal","participate","ARSBHA",NULL,NULL
"20","Arsenal","participate","ARSMCI",NULL,NULL
"20","Arsenal","participate","ARSBOU",NULL,NULL
"20","Arsenal","participate","EVEARS",NULL,NULL
"20","Arsenal","participate","ARSNOT",NULL,NULL
"20","Arsenal","participate","SHEARS",NULL,NULL
"20","Arsenal","participate","ARSLIV",NULL,NULL
"20","Arsenal","participate","WHUARS",NULL,NULL
"20","Arsenal","participate","WOLARS",NULL,NULL
"20","Arsenal","participate","MCIARS",NULL,NULL
"20","Arsenal","participate","ARSEVE",NULL,NULL
"20","Arsenal","participate","ARSBUR",NULL,NULL
"20","Arsenal","participate","BOUARS",NULL,NULL
"20","Arsenal","participate","BHAARS",NULL,NULL
"20","Arsenal","participate","NEWARS",NULL,NULL
"20","Arsenal","participate","FULARS",NULL,NULL
"20","Arsenal","participate","CHEARS",NULL,NULL
"20","Arsenal","participate","LUTARS",NULL,NULL
"20","Arsenal","participate","ARSLUT",NULL,NULL
"20","Arsenal","participate","ARSAVL",NULL,NULL
"20","Arsenal","participate","ARSTOT",NULL,NULL
"3","Tottenham Hotspur","red_card","MCITOT","41",1
"4","Sheffield United","red_card","SHETOT","79",2
"5","Nottingham Forest","red_card","CRYNOT","16",1
"8","Manchester City","red_card","MCIWOL","58",2
"10","Liverpool","red_card","MCILIV","62",2
"13","Crystal Palace","red_card","ARSCRY","77",2
"18","Bournemouth","red_card","BURBOU","49",2
"20","Arsenal","red_card","ARSWOL","79",2
"1","Wolverhampton Wanderers","yellow_card","WOLLIV","12",1
"1","Wolverhampton Wanderers","yellow_card","WOLAVL","1",1
"3","Tottenham Hotspur","yellow_card","NEWTOT","63",2
"4","Sheffield United","yellow_card","MUNSHE","9",1
"5","Nottingham Forest","yellow_card","LUTNOT","58",2
"7","Manchester United","yellow_card","MUNBUR","29",1
"8","Manchester City","yellow_card","MCIAVL","35",1
"12","Everton","yellow_card","BOUEVE","22",1
"12","Everton","yellow_card","EVENEW","66",2
"15","Burnley","yellow_card","BURCHE","32",1
"15","Burnley","yellow_card","BURBHA","25",1
"16","Brighton and Hove Albion","yellow_card","BHAMUN","30",1
"20","Arsenal","yellow_card","ARSLUT","78",2
